Region Particle X Y Z Heat Error
324 neutron 298.8214362114669 6.25 90.49513824795623 0.055138299999999994 0.116576
324 neutron 301.2168137421843 6.25 97.92662702456188 0.0617298 0.12101100000000001
324 neutron 303.3134616777578 6.25 105.218956705736 0.05955440000000001 0.120228
324 neutron 305.10840056674476 6.25 112.36176449197394 0.07838980000000001 0.11720600000000002
324 neutron 306.371857602629 6.25 118.19255652346197 0.0642968 0.12867599999999998
324 neutron 307.6073503268614 6.25 125.0350414701602 0.0712615 0.12001900000000001
324 neutron 308.53503215378043 6.25 131.69984478115921 0.0729757 0.134633
324 neutron 309.1535847967483 6.25 138.17749540626386 0.079988 0.120969
324 neutron 309.4621292586129 6.25 144.45878824948653 0.0699733 0.127006
324 neutron 309.4602270808108 6.25 150.53479724999204 0.0738894 0.11136800000000001
324 neutron 309.14788096644065 6.25 156.3968880665186 0.075365 0.1156
324 neutron 308.52553477642226 6.25 162.03673034724926 0.07266840000000001 0.11651700000000001
324 neutron 307.59407289874565 6.25 167.44630956769754 0.050977499999999995 0.119506
324 neutron 306.35481899170753 6.25 172.61793841978536 0.0608984 0.12363
324 neutron 305.0882459068614 6.25 176.74054901833216 0.0749741 0.12122900000000002
324 neutron 303.28959428347184 6.25 181.45709929066226 0.0663553 0.119105
324 neutron 301.1892675303691 6.25 185.91578909578166 0.0771037 0.12021500000000002
324 neutron 298.7902503267966 6.25 190.1102823915031 0.0724345 0.12856399999999998
324 neutron 296.09595180747215 6.25 194.0346185733356 0.0715532 0.138143
324 neutron -127.49999417347001 6.25 -147.52299985944026 0.00794533 0.0323231
344 neutron 231.97199027823004 6.25 -30.849335518707903 0.41529400000000005 0.039900000000000005
344 neutron 233.40255646052412 6.25 -25.42095879718331 0.407679 0.0411341
344 neutron 233.9860484747035 6.25 -20.461480097295 0.40480700000000003 0.0423459
344 neutron 233.71133495690287 6.25 -16.06551213121248 0.457425 0.040837000000000005
344 neutron 232.58365665772556 6.25 -12.316917433094993 0.44820200000000004 0.0407593
344 neutron 230.62452646366557 6.25 -9.28720850106481 0.476985 0.0390972
344 neutron 227.8713189925748 6.25 -7.0341835426533095 0.550585 0.0380092
344 neutron 224.3765575925243 6.25 -5.600823849806702 0.6319400000000001 0.0344806
344 neutron 220.20691234608788 6.25 -5.014473838392277 0.7081710000000001 0.032672400000000004
344 neutron 215.4419281952689 6.25 -5.286319394713324 0.863524 0.029153500000000002
344 neutron 209.92259846963015 6.25 -6.48228658708868 0.431752 0.0316912
344 neutron 204.23342819953353 6.25 -8.475720753658962 0.17172500000000002 0.0348845
344 neutron 198.25364755588495 6.25 -11.261319766197694 0.126332 0.0407982
344 neutron 192.09733370265877 6.25 -14.785942338384011 0.128937 0.0418283
344 neutron 185.8819315541024 6.25 -18.982348721625808 0.0616729 0.049663500000000006
344 neutron 179.7260132606543 6.25 -23.77048344773586 0.282022 0.0377828
344 neutron 173.74701619040925 6.25 -29.059002558995278 0.929289 0.028976000000000002
344 neutron 168.0590025589953 6.25 -34.74701619040924 0.96412 0.028789099999999998
344 neutron 162.77048344773587 6.25 -40.7260132606543 1.08364 0.0279456
344 neutron 157.9823487216258 6.25 -46.881931554102394 1.20755 0.0269543
344 neutron 165.135806566939 6.25 -94.2569161681196 0.7999430000000001 0.007384420000000001
344 neutron 292.61024322639906 6.25 -3.825620083995723 0.04828280000000001 0.107114
344 neutron 296.05949724370817 6.25 9.262799344569132 0.056632999999999996 0.0966097
344 neutron 297.4663613223407 6.25 21.22065354318873 0.0560469 0.104464
344 neutron 296.80399650719914 6.25 31.819820750298803 0.0531774 0.11049300000000001
344 neutron 294.08503883029385 6.25 40.85809907798206 0.0491205 0.106236
344 neutron 289.3613582512825 6.25 48.16306394743262 0.0537259 0.105993
344 neutron 282.7230691265414 6.25 53.595357458269234 0.054208 0.11527799999999999
344 neutron 274.2968110841975 6.25 57.0513469399105 0.0604676 0.104844
344 neutron 264.24333310112297 6.25 58.46510196743195 0.0635741 0.0955016
344 neutron 252.75442687081502 6.25 57.809652126080096 0.0696897 0.0925216
344 neutron 239.44670964344158 6.25 54.92604234001951 0.100166 0.08022280000000001
344 neutron 225.72948799220865 6.25 50.11965107173339 0.0833383 0.0818709
344 neutron 211.31157244030038 6.25 43.40326234150112 0.0790198 0.0797996
344 neutron 196.46801570529945 6.25 34.90500569522965 0.0598067 0.0834468
344 neutron 181.48199052489136 6.25 24.78700363785778 0.0689012 0.0866958
344 neutron 166.6393875284665 6.25 13.242278798236875 0.08407730000000001 0.0824677
344 neutron 152.22336125909786 6.25 0.4910716077558277 0.0710514 0.0867151
344 neutron 138.5089283922442 6.25 -13.223361259097835 0.08782949999999999 0.08698510000000001
344 neutron 125.75772120176313 6.25 -27.63938752846647 0.08381190000000001 0.0889707
344 neutron 114.21299636214223 6.25 -42.48199052489133 0.08532000000000001 0.0832244
344 neutron 131.46077805584184 6.25 -156.70834231646614 0.692775 0.008255779999999999
404 photon -75.03845741798247 6.25 -29.145838610848738 0.40400400000000003 0.12011400000000001
404 photon -75.03845741798264 6.25 -29.14583861084918 0.40087200000000006 0.0989453
404 photon -75.03845741798364 6.25 -29.145838610847488 0.37661100000000003 0.0915977
404 photon -75.0384574179838 6.25 -29.14583861084793 0.32765900000000003 0.091069
404 photon -75.03845741798315 6.25 -29.145838610846237 0.4075770000000001 0.09861330000000001
404 photon -75.03845741798332 6.25 -29.14583861084668 0.4798180000000001 0.0982684
404 photon -75.03845741798308 6.25 -29.145838610848184 0.491649 0.0987678
404 photon -75.03845741798284 6.25 -29.14583861084756 0.510544 0.0928247
404 photon -75.03845741798301 6.25 -29.145838610848003 0.560146 0.0886922
404 photon -75.03845741798297 6.25 -29.14583861084751 0.561156 0.08314310000000001
404 photon -75.03845741798288 6.25 -29.14583861084729 0.534226 0.0847751
404 photon -75.03845741798268 6.25 -29.145838610847193 0.517483 0.0871765
404 photon -75.03845741798285 6.25 -29.145838610847637 0.500531 0.0818258
404 photon -75.03845741798261 6.25 -29.14583861084701 0.48757400000000006 0.09367850000000001
404 photon -75.03845741798321 6.25 -29.145838610846386 0.42749400000000004 0.0862751
404 photon -75.03845741798338 6.25 -29.145838610846827 0.42535600000000007 0.09862470000000001
404 photon -75.03845741798271 6.25 -29.145838610845132 0.42480300000000004 0.0892607
404 photon -75.0384574179829 6.25 -29.145838610845576 0.47401000000000004 0.0946533
404 photon -75.03845741798223 6.25 -29.14583861084815 0.481872 0.0928426
404 photon -75.0384574179824 6.25 -29.145838610848593 0.42295400000000005 0.094526
414 photon 233.89256278625513 6.25 53.10770115714826 0.9158250000000001 0.0357143
414 photon 233.03614069464624 6.25 59.26381739464466 0.88819 0.0352627
414 photon 231.33963460294015 6.25 65.24320641103812 0.878952 0.0382674
414 photon 228.83540900996047 6.25 70.93179851348563 0.9179410000000001 0.0382793
414 photon 225.57123739948923 6.25 76.22107158508592 0.620901 0.04667760000000001
414 photon 221.6093908584171 6.25 81.01012137743068 0.850742 0.0434468
414 photon 217.02545012196506 6.25 85.20758647594647 1.58274 0.030802100000000002
414 photon 211.9068637087667 6.25 88.73339121517746 1.60928 0.031501100000000004
414 photon 206.35127965248284 6.25 91.52027329415517 0.830731 0.0365376
414 photon 200.4646826557522 6.25 93.51506694930958 0.609969 0.0451348
414 photon 194.07853731930666 6.25 94.71250897340038 0.572906 0.04262540000000001
414 photon 187.86914570504982 6.25 94.98578851774849 0.511304 0.0413298
414 photon 181.68132756623024 6.25 94.40086748935406 0.433554 0.049084300000000004
414 photon 175.63312882903344 6.25 92.96890451359894 0.34519000000000005 0.0442089
414 photon 169.83993187957174 6.25 90.71721736097088 0.32780300000000007 0.047967800000000005
414 photon 164.4122543969579 6.25 87.68876180189638 0.31325400000000003 0.0487104
414 photon 159.45364099111697 6.25 83.94131213312468 0.284433 0.04974630000000001
414 photon 155.05868786687532 6.25 79.54635900888303 0.26907000000000003 0.0495986
414 photon 151.31123819810364 6.25 74.58774560304212 0.26246 0.05324430000000001
414 photon 148.28278263902914 6.25 69.16006812042828 0.26093000000000005 0.0505912
414 photon 180.5678408436424 6.25 5.79707371720901 0.712377 0.00916333
414 photon 297.2409569401929 6.25 57.493012790013026 0.365758 0.06963390000000001
414 photon 295.17602811931374 6.25 72.33609305153212 0.414042 0.0689978
414 photon 291.08556343153344 6.25 86.75306434661411 0.415689 0.07321380000000001
414 photon 285.0475972795714 6.25 100.46889197140422 0.36651300000000003 0.0808211
414 photon 277.17731684099067 6.25 113.22191704404051 0.281779 0.083011
414 photon 267.62486462529455 6.25 124.76884821002731 0.278897 0.0798445
414 photon 256.5724741829602 6.25 134.8894029475598 0.298928 0.0785656
414 photon 244.23099360891527 6.25 143.39050992992787 0.32327700000000004 0.07727
414 photon 230.83586316209752 6.25 150.10999227590747 0.326508 0.0822147
414 photon 216.64262373664695 6.25 154.91966142222418 0.224355 0.0872673
414 photon 201.24491775877274 6.25 157.8068271914209 0.226199 0.08665710000000001
414 photon 186.27338464439788 6.25 158.46573453723806 0.22168100000000002 0.0897662
414 photon 171.35386757635513 6.25 157.05542494655367 0.1957 0.0958375
414 photon 156.77098839889175 6.25 153.60280310501076 0.16018 0.0950761
414 photon 142.8029468651896 6.25 148.17373519256313 0.17730500000000002 0.0935425
414 photon 129.7162133793318 6.25 140.87179234457238 0.196826 0.08839309999999999
414 photon 117.76044550080424 6.25 131.8362748098673 0.20485600000000004 0.0928815
414 photon 107.16372519013272 6.25 121.23955449919578 0.181319 0.10146500000000001
414 photon 98.12820765542763 6.25 109.28378662066821 0.18261300000000003 0.09055619999999999
414 photon 90.8262648074369 6.25 96.1970531348104 0.176012 0.089338
414 photon 168.66912736744888 6.25 -56.578166704062724 0.6796090000000001 0.009991400000000001
424 photon 184.8813423561322 6.25 37.95654504719127 0.520428 0.035283
424 photon 186.11278545147223 6.25 41.41653924391589 0.556464 0.0346562
424 photon 187.20906807422622 6.25 44.8176782721107 0.508063 0.035299000000000004
424 photon 188.1686323467999 6.25 48.1551289271103 0.537862 0.0356932
424 photon 188.99011467585575 6.25 51.42414850891256 0.519221 0.0337649
424 photon 189.56835588221008 6.25 54.09270321439907 0.582701 0.037150300000000004
424 photon 190.1337987765956 6.25 57.22427527238453 0.569396 0.0367605
424 photon 190.55836711843497 6.25 60.27452850396302 0.5624060000000001 0.034017900000000004
424 photon 190.84145757288252 6.25 63.23912833238621 0.6054360000000001 0.035007500000000004
424 photon 190.98266785291207 6.25 66.1138618990785 0.5693130000000001 0.0344989
424 photon 190.98179729098894 6.25 68.89464405033961 0.596631 0.033554
424 photon 190.83884712422912 6.25 71.57752314257144 0.5742619999999999 0.0381472
424 photon 190.55402049264177 6.25 74.15868665777998 0.565445 0.0349304
424 photon 190.12772215045567 6.25 76.63446662137187 0.586303 0.0370783
424 photon 189.56055789094165 6.25 79.00134481454708 0.559698 0.0344416
424 photon 188.9808905752226 6.25 80.88812312051815 0.590168 0.0375867
424 photon 188.1577090542205 6.25 83.04672736414749 0.547825 0.0356726
424 photon 187.19646111229707 6.25 85.08731766397331 0.539942 0.0372311
424 photon 186.09851273537603 6.25 87.00699422952086 0.53096 0.0366746
424 photon 184.8654241681795 6.25 88.8030290953481 0.555224 0.0345642
424 photon -8.999997333395882 6.25 -67.5162470752587 0.257261 0.00615252
424 photon 296.13073304814884 6.25 82.93505092811293 0.21888000000000002 0.10847800000000002
424 photon 298.8214362114669 6.25 90.49513824795623 0.234231 0.119621
424 photon 301.2168137421843 6.25 97.92662702456188 0.226796 0.107269
424 photon 303.3134616777578 6.25 105.218956705736 0.212452 0.109117
424 photon 305.10840056674476 6.25 112.36176449197394 0.285299 0.10833999999999999
424 photon 306.371857602629 6.25 118.19255652346197 0.225432 0.0981749
424 photon 307.6073503268614 6.25 125.0350414701602 0.22229100000000002 0.09862090000000001
424 photon 308.53503215378043 6.25 131.69984478115921 0.220443 0.0995802
424 photon 309.1535847967483 6.25 138.17749540626386 0.21668500000000002 0.10360400000000002
424 photon 309.4621292586129 6.25 144.45878824948653 0.25774800000000003 0.103534
424 photon 309.4602270808108 6.25 150.53479724999204 0.246385 0.10267900000000002
424 photon 309.14788096644065 6.25 156.3968880665186 0.25891000000000003 0.103507
424 photon 308.52553477642226 6.25 162.03673034724926 0.22824 0.109669
424 photon 307.59407289874565 6.25 167.44630956769754 0.21345200000000003 0.105893
424 photon 306.35481899170753 6.25 172.61793841978536 0.22854700000000003 0.0989764
424 photon 305.0882459068614 6.25 176.74054901833216 0.24107599999999998 0.10593999999999999
424 photon 303.28959428347184 6.25 181.45709929066226 0.24415200000000004 0.09746890000000001
424 photon 301.1892675303691 6.25 185.91578909578166 0.239925 0.10854600000000002
424 photon 298.7902503267966 6.25 190.1102823915031 0.23617 0.10845199999999999
424 photon 296.09595180747215 6.25 194.0346185733356 0.219133 0.125789
424 photon -127.49999417347001 6.25 -147.52299985944026 0.028236300000000002 0.030329799999999997
444 photon 231.97199027823004 6.25 -30.849335518707903 0.27640400000000004 0.0550295
444 photon 233.40255646052412 6.25 -25.42095879718331 0.26356700000000005 0.0513298
444 photon 233.9860484747035 6.25 -20.461480097295 0.26440600000000003 0.0519642
444 photon 233.71133495690287 6.25 -16.06551213121248 0.295153 0.053896400000000004
444 photon 232.58365665772556 6.25 -12.316917433094993 0.295674 0.0500535
444 photon 230.62452646366557 6.25 -9.28720850106481 0.33716300000000005 0.0518128
444 photon 227.8713189925748 6.25 -7.0341835426533095 0.385065 0.0535868
444 photon 224.3765575925243 6.25 -5.600823849806702 0.416669 0.044472
444 photon 220.20691234608788 6.25 -5.014473838392277 0.548149 0.041708800000000004
444 photon 215.4419281952689 6.25 -5.286319394713324 0.5929490000000001 0.0409603
444 photon 209.92259846963015 6.25 -6.48228658708868 0.8925179999999999 0.0398204
444 photon 204.23342819953353 6.25 -8.475720753658962 1.51242 0.0325891
444 photon 198.25364755588495 6.25 -11.261319766197694 1.09418 0.035940599999999996
444 photon 192.09733370265877 6.25 -14.785942338384011 1.01746 0.037773
444 photon 185.8819315541024 6.25 -18.982348721625808 0.765443 0.042865900000000005
444 photon 179.7260132606543 6.25 -23.77048344773586 0.902069 0.040552000000000005
444 photon 173.74701619040925 6.25 -29.059002558995278 0.794973 0.037548200000000004
444 photon 168.0590025589953 6.25 -34.74701619040924 0.773288 0.0379679
444 photon 162.77048344773587 6.25 -40.7260132606543 0.870826 0.035351400000000005
444 photon 157.9823487216258 6.25 -46.881931554102394 1.01284 0.034069
444 photon 165.135806566939 6.25 -94.2569161681196 0.716294 0.009130530000000001
444 photon 292.61024322639906 6.25 -3.825620083995723 0.19601800000000003 0.09806190000000001
444 photon 296.05949724370817 6.25 9.262799344569132 0.208352 0.0933793
444 photon 297.4663613223407 6.25 21.22065354318873 0.208568 0.0899035
444 photon 296.80399650719914 6.25 31.819820750298803 0.20681600000000003 0.0878394
444 photon 294.08503883029385 6.25 40.85809907798206 0.207671 0.0888709
444 photon 289.3613582512825 6.25 48.16306394743262 0.18066000000000002 0.08919180000000002
444 photon 282.7230691265414 6.25 53.595357458269234 0.215087 0.10972599999999999
444 photon 274.2968110841975 6.25 57.0513469399105 0.217718 0.10062800000000001
444 photon 264.24333310112297 6.25 58.46510196743195 0.24986000000000003 0.0897607
444 photon 252.75442687081502 6.25 57.809652126080096 0.23220000000000002 0.08789210000000001
444 photon 239.44670964344158 6.25 54.92604234001951 0.316133 0.07836470000000001
444 photon 225.72948799220865 6.25 50.11965107173339 0.29201800000000006 0.0766763
444 photon 211.31157244030038 6.25 43.40326234150112 0.279808 0.07549940000000001
444 photon 196.46801570529945 6.25 34.90500569522965 0.29327000000000003 0.0803932
444 photon 181.48199052489136 6.25 24.78700363785778 0.28541500000000003 0.07229479999999999
444 photon 166.6393875284665 6.25 13.242278798236875 0.319086 0.0741425
444 photon 152.22336125909786 6.25 0.4910716077558277 0.289945 0.0783668
444 photon 138.5089283922442 6.25 -13.223361259097835 0.31608100000000006 0.0774339
444 photon 125.75772120176313 6.25 -27.63938752846647 0.35740400000000005 0.0843911
444 photon 114.21299636214223 6.25 -42.48199052489133 0.30603500000000006 0.0705753
444 photon 131.46077805584184 6.25 -156.70834231646614 0.66608 0.0100303
